Airfoil,Re,Mach,Panels,Ncrit,Degrees,xy file,Cl file,Cd file,Cm file,xupsep file,xlosep file,Differentiator
NACA 23018,1.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,1.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re1900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re1900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re1900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,2.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re2900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re2900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re2900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,3.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re3900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re3900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re3900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,4.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re4900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re4900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re4900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,5.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re5900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re5900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re5900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,6.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re6900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re6900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re6900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7000000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.1e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7100000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7100000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.2e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7200000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7200000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.3e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7300000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7300000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.4e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7400000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7400000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.5e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7500000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7500000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.6e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7600000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7600000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.7e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7700000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7700000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.8e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7800000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7800000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,7.9e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re7900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re7900000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re7900000-ma0p0-ncrit9p0-0.csv, , ,0
NACA 23018,8.0e6,0.0,160,9.0,true,NACA23018-npanels160-0.csv,NACA23018-Cl-re8000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cd-re8000000-ma0p0-ncrit9p0-0.csv,NACA23018-Cm-re8000000-ma0p0-ncrit9p0-0.csv, , ,0
